Sample Count	Delta Time	Time Stamp	Time Milliseconds	Voltage A7	Voltage A15	Power A7	Power A15	Voltage Memory	Power Memory	Voltage GPU	Power GPU	Core 0 CycleCount	Core 0 Event 0x16	Core 0 Event 0x17	Core 0 Event 0x04	Core 0 Event 0x03	Core 1 CycleCount	Core 1 Event 0x16	Core 1 Event 0x17	Core 1 Event 0x04	Core 1 Event 0x03	Core 2 CycleCount	Core 2 Event 0x16	Core 2 Event 0x17	Core 2 Event 0x04	Core 2 Event 0x03	Core 3 CycleCount	Core 3 Event 0x16	Core 3 Event 0x17	Core 3 Event 0x04	Core 3 Event 0x03	Core 4 CycleCount	Core 4 Event 0x62	Core 4 Event 0x16	Core 4 Event 0x14	Core 4 Event 0x04	Core 4 Event 0x08	Core 4 Event 0x11	Core 5 CycleCount	Core 5 Event 0x62	Core 5 Event 0x16	Core 5 Event 0x14	Core 5 Event 0x04	Core 5 Event 0x08	Core 5 Event 0x11	Core 6 CycleCount	Core 6 Event 0x62	Core 6 Event 0x16	Core 6 Event 0x14	Core 6 Event 0x04	Core 6 Event 0x08	Core 6 Event 0x11	Core 7 CycleCount	Core 7 Event 0x62	Core 7 Event 0x16	Core 7 Event 0x14	Core 7 Event 0x04	Core 7 Event 0x08	Core 7 Event 0x11	Average Utilisation	Core 0 Raw Utilisation	Core 1 Raw Utilisation	Core 2 Raw Utilisation	Core 3 Raw Utilisation	Core 4 Raw Utilisation	Core 5 Raw Utilisation	Core 6 Raw Utilisation	Core 7 Raw Utilisation	Temperature 0	Temperature 1	Temperature 2	Temperature 3	Temperature 4
211	0.204981	2018-11-19 23:48:38	1542633518567	0.91	1.21375	0.0273	5.442731	1.2225	0.359268	0.99875	0.113772	3204536844	86802003	2618040	664817707	9751818	363741045	8618196	550623	64418300	1166278	253580352	6043841	408060	42266284	761977	271750042	6408008	459592	46935420	885448	374164006	1664958696	1880817899	360948986	1338508934	3101439288	374166858	385997427	719859060	1014620369	1293457756	1086356097	1222964993	385998442	332945480	640341827	2171220341	3890977644	2429604558	3488011913	332946241	456369661	937587963	949606788	1944723796	3225459627	257361837	456370382	cpu  2852417 102 458449 8131894 6053 48 4246 0 0 0	cpu0 46077 0 87644 1268793 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240065 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117087 1243762 1328 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273491 1564 2 0 0 0 00 0 0 0 0	cpu4 666147 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647798 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666330 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642074 57 17138 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 76000	sensor3 : 75000	sensor4 : 56000
212	0.204935	2018-11-19 23:48:38	1542633518772	0.91	1.21375	0.02275	5.459713	1.2225	0.359268	0.99875	0.113772	3206543004	86851526	2618610	665225570	9757151	364806698	8643687	550920	64625309	1169158	254052295	6056842	408313	42352562	763655	271960524	6413408	459684	46973470	886102	743088450	1667868865	1892190433	392016278	1413162693	3268465771	743091320	754921135	729132057	1019871673	1354052223	1221897618	1547101789	754922209	701872911	655750631	2180128893	3962268205	2625113092	3887138871	701873636	825295474	943968177	953460828	2004484708	3389517965	574632975	825296643	cpu  2852499 102 458450 8131975 6053 48 4246 0 0 0	cpu0 46077 0 87644 1268813 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240085 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117087 1243782 1328 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273512 1564 2 0 0 0 00 0 0 0 0	cpu4 666168 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647818 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666350 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642094 57 17138 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 76000	sensor3 : 75000	sensor4 : 56000
213	0.204929	2018-11-19 23:48:38	1542633518977	0.91	1.21375	0.02275	5.456074	1.2225	0.355602	0.99875	0.113772	3209570595	86930702	2622050	665802155	9766644	365798072	8669487	551379	64812140	1172262	254744954	6075417	408646	42480644	766092	272173224	6418954	459762	47011779	886798	1111945161	1670797139	1903556851	423092411	1487816853	3435495082	1111947778	1123773940	738425356	1025146741	1414832126	1357825717	1873570142	1123775029	1070724846	671093543	2189003817	4033328054	2819885705	4284718379	1070726052	1194151617	950331608	957304337	2064119457	3553168185	891106971	1194153945	cpu  2852581 102 458452 8132054 6053 48 4246 0 0 0	cpu0 46077 0 87645 1268832 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240105 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243802 1328 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273532 1564 2 0 0 0 00 0 0 0 0	cpu4 666188 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647839 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666371 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642115 57 17138 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 76000	sensor3 : 75000	sensor4 : 56000
214	0.204983	2018-11-19 23:48:39	1542633519182	0.91	1.21375	0.02275	5.436666	1.2225	0.359268	0.99875	0.113772	3212670247	87011025	2625201	666402475	9775896	366766081	8694285	552088	64995405	1175362	255808726	6103421	411235	42682943	770373	272395896	6424479	460023	47050564	887490	1480929627	1673708323	1914999994	454347928	1562983625	3603693049	1480933048	1492755323	747777434	1030437555	1476168336	1494540328	2200646137	1492756595	1439705194	686499720	2197896200	4104523839	3015084620	388233455	1439705973	1563127699	956709263	961143259	2123678680	3716642219	1207248337	1563128464	cpu  2852662 102 458452 8132134 6054 48 4246 0 0 0	cpu0 46077 0 87645 1268851 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240125 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243822 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273553 1564 2 0 0 0 00 0 0 0 0	cpu4 666209 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647859 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666391 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642135 57 17139 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
215	0.205201	2018-11-19 23:48:39	1542633519387	0.91	1.21375	0.02275	5.436666	1.2225	0.359268	0.99875	0.113772	3213441980	87030856	2625838	666550314	9778167	367735980	8722112	553075	65174927	1179071	256236340	6114697	411406	42761661	771761	272607715	6429910	460142	47088443	888162	1850258401	1676591195	1926639323	486279052	1639795680	3775574625	1850261319	1862089500	757039419	1035695135	1536467604	1629951302	2525602632	1862090727	1809037171	701945237	2206838611	4176087701	3211337622	788854745	1809037903	1932464273	963088669	964998944	2183476955	3880749076	1524615683	1932465328	cpu  2852744 102 458453 8132215 6054 48 4246 0 0 0	cpu0 46077 0 87645 1268871 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240145 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243842 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273573 1564 2 0 0 0 00 0 0 0 0	cpu4 666229 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647880 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666412 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642155 57 17139 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 76000	sensor3 : 75000	sensor4 : 56000
216	0.204836	2018-11-19 23:48:39	1542633519592	0.91	1.21375	0.02184	5.463352	1.2225	0.359268	0.99875	0.113772	3215226063	87076839	2626771	666899711	9782914	368733676	8749350	553778	65362092	1182488	256626548	6124785	411576	42831993	772982	272705789	6432394	460170	47103931	888437	2219201969	1679041948	1938170741	527672405	1726724811	3968870774	2219204818	2231025102	766495550	1041014259	1598497411	1767629444	2855194052	2231026512	2177966433	717518082	2215760205	4247478465	3407233473	1188807583	2177967411	2301391812	969451690	968811307	2242836964	4043667054	1839679928	2301392517	cpu  2852825 102 458453 8132296 6054 48 4246 0 0 0	cpu0 46077 0 87645 1268891 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240166 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243862 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273594 1564 2 0 0 0 00 0 0 0 0	cpu4 666250 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647900 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666432 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642175 57 17140 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
217	0.204975	2018-11-19 23:48:39	1542633519797	0.91	1.21375	0.02275	5.490038	1.2225	0.358046	0.99875	0.113772	3252911165	88134591	2658441	674719402	9898478	369972853	8780736	555790	65583329	1186117	258468623	6170721	414114	43172444	777888	273439956	6450701	461021	47237457	890587	2587899203	1681781485	1948700644	563409199	1800671308	4134272067	2587902078	2599730207	775583818	1046171184	1657387134	1900368433	3173354514	2599730995	2546687287	732946858	2224689220	23922358	3603071657	1588621691	2546688040	2670112673	975814168	972663402	2302564222	4207518707	2156527142	2670113402	cpu  2852910 102 458469 8132357 6054 48 4246 0 0 0	cpu0 46080 0 87660 1268893 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240186 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243882 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273614 1564 2 0 0 0 00 0 0 0 0	cpu4 666270 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647921 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666453 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642195 57 17140 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
218	0.204968	2018-11-19 23:48:39	1542633520001	0.91	1.21375	0.03549	5.423323	1.2225	0.356824	0.99875	0.113772	3293927165	89270553	2686395	683283881	10023305	371241970	8812811	557662	65811147	1189749	260129534	6213334	417370	43466883	783489	275171955	6494362	463574	47559100	895299	2957057365	1684717926	1960015458	594337541	1874908557	5373191	2957061072	2968891906	785114707	1051550677	1720457038	2039748516	3507410620	2968892679	2915845364	748165685	2233434654	94107531	3795314607	1981010648	2915846073	3039269540	982163328	976462963	2361590430	74473334	2469651733	3039270707	cpu  2852996 102 458486 8132417 6054 48 4246 0 0 0	cpu0 46085 0 87676 1268893 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240206 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243902 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273634 1564 2 0 0 0 00 0 0 0 0	cpu4 666291 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647941 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666473 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642215 57 17141 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 76000	sensor3 : 75000	sensor4 : 56000
219	0.204948	2018-11-19 23:48:40	1542633520206	0.91	1.21375	0.03549	5.443944	1.2225	0.359268	0.99875	0.113772	3334904027	90393665	2710591	691959001	10148422	372315239	8839923	558945	66006687	1192804	261270573	6243708	419477	43666981	787516	277407069	6550123	466775	47974995	901169	3325888081	1687609179	1971358920	625401286	1949475291	172187098	3325890458	3337724454	794110020	1056672850	1778531243	2171244571	3822251714	3337726121	3284668585	763561284	2242388154	165702165	3991664629	2381856854	3284669287	3408092658	988509998	980319641	2421393474	238576765	2786993625	3408093737	cpu  2853083 102 458502 8132477 6054 48 4246 0 0 0	cpu0 46090 0 87692 1268893 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240226 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243922 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273653 1564 2 0 0 0 00 0 0 0 0	cpu4 666311 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647962 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666494 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642235 57 17141 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
220	0.205005	2018-11-19 23:48:40	1542633520411	0.91	1.21375	0.03549	5.443944	1.2225	0.359268	0.99875	0.113772	3364273492	91121604	2738601	698408305	10243358	373161668	8861649	561884	66150213	1196129	261776954	6256385	420821	43747567	789238	278703257	6581154	468953	48212128	904080	3694819024	1690533774	1982737179	656553378	2024222348	339392522	3694822013	3706647191	803661052	1062050823	1841749388	2310830308	4157250567	3706648363	3653598498	778838934	2251164705	236080724	4184582565	2775646251	3653599501	3777023530	994860594	984120469	2480458217	400626950	3100367904	3777024850	cpu  2853169 102 458513 8132543 6054 48 4246 0 0 0	cpu0 46094 0 87702 1268899 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240246 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243942 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273673 1564 2 0 0 0 00 0 0 0 0	cpu4 666332 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 647982 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666514 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642255 57 17142 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
221	0.204932	2018-11-19 23:48:40	1542633520616	0.91	1.21375	0.03549	5.457287	1.2225	0.36049	0.99875	0.113772	3365921986	91161452	2739512	698741088	10247635	373968954	8881731	562264	66303480	1198431	262502488	6276683	421924	43876752	792066	279143763	6592287	469569	48292383	905309	4063729407	1693412857	1994395291	688515628	2101131374	511499731	4063732802	4075558283	812714957	1067201830	1900327636	2443198839	179108345	4075559631	4022506897	794341571	2260167528	308043465	87018142	3178651363	4022507896	4145932635	1001233121	987993094	2540510323	565532307	3419293683	4145933720	cpu  2853250 102 458514 8132623 6054 48 4246 0 0 0	cpu0 46094 0 87703 1268919 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240266 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243962 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91232 1273693 1564 2 0 0 0 00 0 0 0 0	cpu4 666352 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648003 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666535 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642275 57 17142 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
222	0.204947	2018-11-19 23:48:40	1542633520821	0.91	1.21375	0.03094	5.460926	1.2225	0.36049	0.99875	0.113772	3367809974	91208502	2740441	699113375	10252769	374738838	8900977	562545	66450983	1200754	263047892	6291681	422225	43976858	793997	279652790	6605485	469944	48387642	906854	137760135	1695789311	2005574824	731758798	2187634383	703837939	137763385	149584261	822317937	1072589366	1963235214	2582640816	513993919	149585011	96531923	809868413	2269045723	379166274	282018997	3576731001	96532636	219951555	1007589101	991781095	2599503313	727408085	3732343267	219952595	cpu  2853332 102 458516 8132704 6054 48 4246 0 0 0	cpu0 46094 0 87703 1268939 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240286 1295 6 0 0 0 0 0 0 0 0	cpu2 62148 0 117088 1243983 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273714 1564 2 0 0 0 00 0 0 0 0	cpu4 666373 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648023 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666555 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642295 57 17143 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 66000	sensor2 : 76000	sensor3 : 75000	sensor4 : 56000
223	0.204909	2018-11-19 23:48:41	1542633521026	0.91	1.21375	0.02275	5.476695	1.2225	0.358046	0.99875	0.113772	3369679372	91256603	2741262	699488832	10257906	375525178	8921346	562883	66599623	1203221	263967950	6317814	423267	44140946	797374	280080379	6616674	470216	48467573	908078	506483918	1698618724	2016494274	765673091	2262221033	870721554	506486736	518309356	831444596	1077759966	2022405090	2715772596	832535748	518311085	465256058	825342518	2278013849	450885619	478726508	3978295113	465257079	588679944	1013971986	995643811	2659422069	891933135	4050531289	588681020	cpu  2853414 102 458517 8132784 6054 48 4246 0 0 0	cpu0 46094 0 87704 1268958 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240306 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244003 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273734 1564 2 0 0 0 00 0 0 0 0	cpu4 666393 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648044 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666576 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642315 57 17143 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
224	0.204997	2018-11-19 23:48:41	1542633521231	0.91	1.21375	0.02275	5.476695	1.2225	0.358046	0.99875	0.113772	3370821062	91288680	2742005	699694563	10261288	375666756	8924737	562908	66624922	1203640	264584767	6335209	423624	44250743	799657	280549309	6629360	470566	48554752	909526	875341245	1701543773	2027865383	796729948	2336803214	1037573920	875345106	887177824	840848108	1083082807	2084240685	2853299332	1162899062	887178549	834126953	840694905	2286861820	521756335	673027124	79969169	834127699	957557013	1020339985	999475131	2718885100	1055101349	71103129	957558008	cpu  2853495 102 458517 8132865 6054 48 4246 0 0 0	cpu0 46094 0 87704 1268978 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240327 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244023 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273754 1564 2 0 0 0 00 0 0 0 0	cpu4 666414 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648064 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666596 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642335 57 17144 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
225	0.204912	2018-11-19 23:48:41	1542633521436	0.91	1.21375	0.02184	5.471843	1.2225	0.359268	0.99875	0.113772	3372703575	91334841	2742513	700071950	10266101	376474000	8946336	563560	66778226	1206414	265341983	6355833	424033	44388906	802329	280652206	6631827	470608	48570840	909923	1244331320	1704468218	2039249676	827853308	2411624441	1204990088	1244333891	1256159459	850091500	1088328040	2144566348	2988484123	1486237849	1256161338	1203109129	856100354	2295779310	593137275	868754496	479522168	1203109830	1326531417	1026716844	1003330118	2778667453	1219230647	388515263	1326533068	cpu  2853577 102 458518 8132946 6054 48 4246 0 0 0	cpu0 46094 0 87704 1268998 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240347 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244043 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273775 1564 2 0 0 0 00 0 0 0 0	cpu4 666434 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648085 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666617 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642355 57 17144 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
226	0.205017	2018-11-19 23:48:41	1542633521641	0.91	1.21375	0.02275	5.464565	1.2225	0.359268	0.99875	0.113772	3374761627	91388911	2743195	700481816	10271838	377245775	8966258	563792	66926113	1208868	266098900	6376648	424378	44527401	805018	280862032	6637194	470709	48608964	910601	1613275440	1707378445	2050699363	859137008	2486861667	1373351492	1613278814	1625106541	859423547	1093617494	2205730050	3125057054	1814425349	1625107282	1572056189	871498392	2304664742	664285224	1063846786	877792018	1572057500	1695483347	1033078314	1007165126	2838189637	1382583964	704420130	1695484606	cpu  2853658 102 458518 8133027 6054 48 4246 0 0 0	cpu0 46094 0 87704 1269018 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240367 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244064 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273795 1564 2 0 0 0 00 0 0 0 0	cpu4 666455 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648105 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666637 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642375 57 17145 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
227	0.205007	2018-11-19 23:48:41	1542633521846	0.91	1.21375	0.02184	5.464565	1.2225	0.36049	0.99875	0.113772	3376691661	91438514	2743577	700872518	10276854	377727456	8978016	563813	67019134	1210333	266828889	6396971	424742	44660010	807671	281134084	6644306	470771	48659247	911496	1982210022	1710272066	2062336511	891056195	2563675378	1545252030	1982212672	1994037820	868754923	1098901533	2266798289	3261315889	2140196278	1994038514	1940983001	886912130	2313568781	735568489	1259285365	1276750000	1940983711	2064410759	1039444267	1011005888	2897805534	1546195920	1020820488	2064411854	cpu  2853740 102 458519 8133108 6054 48 4246 0 0 0	cpu0 46094 0 87704 1269038 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118974 1240388 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244084 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273816 1564 2 0 0 0 00 0 0 0 0	cpu4 666475 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648126 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666658 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642395 57 17145 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
228	0.20495	2018-11-19 23:48:42	1542633522051	0.91	1.21375	0.02275	5.481547	1.2225	0.359268	0.99875	0.113772	3416614328	92556970	2779245	709118348	10399535	379164833	9014695	565461	67285423	1214694	269302707	6459079	430425	45096773	815861	282473028	6677991	472338	48908921	915450	2351261795	1712550172	2073024784	936940932	2649566711	1736218622	2351264867	2363092464	878077174	1104148606	2327154294	3396512266	2464714254	2363093868	2310040841	902483149	2322516976	807150639	1455569202	1677473591	2310041977	2433473297	1045770265	1014803996	2956930501	1708425390	1334546599	2433474703	cpu  2853824 102 458537 8133168 6054 48 4247 0 0 0	cpu0 46097 0 87720 1269038 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118975 1240408 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244103 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273836 1564 2 0 0 0 00 0 0 0 0	cpu4 666496 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648146 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666678 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642415 57 17146 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
229	0.204986	2018-11-19 23:48:42	1542633522256	0.91	1.21375	0.02275	5.481547	1.2225	0.359268	0.99875	0.113772	3457622804	93693035	2807379	717683969	10524636	380661802	9054879	567788	67553247	1219527	271170533	6506346	436037	45424482	822308	283742894	6708168	474323	49137099	918618	2720349593	1715463836	2084332870	967965697	2724010425	1902739738	2720353046	2732186759	887458541	1109453857	2388828878	3533539698	2792627533	2732187578	2679134719	917802561	2331343411	877872958	1649438660	2073236704	2679135487	2802555889	1052119812	1018620868	3016201615	1871039851	1649005753	2802556622	cpu  2853911 102 458553 8133227 6054 48 4247 0 0 0	cpu0 46102 0 87736 1269038 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118975 1240427 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244123 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273856 1564 2 0 0 0 00 0 0 0 0	cpu4 666516 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648167 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666699 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642435 57 17146 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
230	0.204995	2018-11-19 23:48:42	1542633522461	0.91	1.21375	0.03276	5.490038	1.2225	0.359268	0.99875	0.113772	3498613025	94818490	2830605	726371962	10650246	381375397	9073564	568942	67678196	1222108	272667840	6545630	438720	45692158	827480	286375060	6771557	477584	49634475	924966	3089246640	1718372378	2095669384	998952250	2798403113	2069162892	3089249651	3101082254	896598590	1114649124	2448185606	3667103822	3112886929	3101083427	3048027385	933121367	2340238402	949062617	1844548793	2471511649	3048028345	3171449965	1058484993	1022480386	3076008174	2035146486	1966350282	3171450690	cpu  2853995 102 458572 8133287 6054 48 4247 0 0 0	cpu0 46104 0 87754 1269038 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118975 1240448 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117088 1244143 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273875 1564 2 0 0 0 00 0 0 0 0	cpu4 666537 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648187 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666719 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642455 57 17147 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
