Sample Count	Delta Time	Time Stamp	Time Milliseconds	Voltage A7	Voltage A15	Power A7	Power A15	Voltage Memory	Power Memory	Voltage GPU	Power GPU	Core 0 CycleCount	Core 0 Event 0x16	Core 0 Event 0x17	Core 0 Event 0x04	Core 0 Event 0x03	Core 1 CycleCount	Core 1 Event 0x16	Core 1 Event 0x17	Core 1 Event 0x04	Core 1 Event 0x03	Core 2 CycleCount	Core 2 Event 0x16	Core 2 Event 0x17	Core 2 Event 0x04	Core 2 Event 0x03	Core 3 CycleCount	Core 3 Event 0x16	Core 3 Event 0x17	Core 3 Event 0x04	Core 3 Event 0x03	Core 4 CycleCount	Core 4 Event 0x62	Core 4 Event 0x16	Core 4 Event 0x14	Core 4 Event 0x04	Core 4 Event 0x08	Core 4 Event 0x11	Core 5 CycleCount	Core 5 Event 0x62	Core 5 Event 0x16	Core 5 Event 0x14	Core 5 Event 0x04	Core 5 Event 0x08	Core 5 Event 0x11	Core 6 CycleCount	Core 6 Event 0x62	Core 6 Event 0x16	Core 6 Event 0x14	Core 6 Event 0x04	Core 6 Event 0x08	Core 6 Event 0x11	Core 7 CycleCount	Core 7 Event 0x62	Core 7 Event 0x16	Core 7 Event 0x14	Core 7 Event 0x04	Core 7 Event 0x08	Core 7 Event 0x11	Average Utilisation	Core 0 Raw Utilisation	Core 1 Raw Utilisation	Core 2 Raw Utilisation	Core 3 Raw Utilisation	Core 4 Raw Utilisation	Core 5 Raw Utilisation	Core 6 Raw Utilisation	Core 7 Raw Utilisation	Temperature 0	Temperature 1	Temperature 2	Temperature 3	Temperature 4
412	0.205109	2018-11-19 23:49:19	1542633559769	0.91	1.21375	0.02275	5.471843	1.2225	0.358046	0.99875	0.115768	1831198619	165709076	4758040	1277448451	18650686	592846821	14239169	803720	106654330	1828230	420368596	10323237	632703	71653321	1300775	399877561	9573079	613494	69589515	1253914	1524339277	2228269312	4153103618	2836727385	3914946490	3294701640	1524341731	1533328163	2591223524	2079305497	648235881	2625515062	2237669521	1533328957	1480672102	3716283814	3945991669	952483114	2717022816	1376110828	1480673737	1606529280	2209221476	1716169078	979273282	1568632992	3369268701	1606529992	cpu  2869116 102 459646 8146742 6058 48 4249 0 0 0	cpu0 46400 0 88688 1271487 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244097 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247813 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277563 1564 2 0 0 0 00 0 0 0 0	cpu4 670268 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651906 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670425 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646124 57 17209 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
413	0.204917	2018-11-19 23:49:19	1542633559974	0.91	1.21375	0.02275	5.471843	1.2225	0.358046	0.99875	0.115768	1833705704	165777284	4760307	1277918823	18658958	593486751	14255696	804007	106774236	1830085	420897556	10337902	633023	71749330	1302769	400128313	9579595	613644	69633102	1254779	1893181731	2230552969	4163703522	2882336726	4000219419	3484266806	1893185056	1902179160	2600699500	2084686473	709924738	2762996234	2567968321	1902181236	1849525554	3731808469	3954878423	1023546048	2911971012	1774145612	1849526788	1975382221	2215480050	1719907559	1037752305	1729065631	3679522118	1975382976	cpu  2869198 102 459647 8146823 6058 48 4249 0 0 0	cpu0 46400 0 88688 1271506 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244117 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247833 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277583 1564 2 0 0 0 00 0 0 0 0	cpu4 670288 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651926 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670445 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646144 57 17209 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
414	0.205276	2018-11-19 23:49:20	1542633560179	0.91	1.21375	0.02275	5.496103	1.2225	0.356824	0.99875	0.115768	1872211761	166856478	4794793	1285867280	18776714	595097351	14295800	807366	107062599	1835174	421942655	10363765	634161	71941772	1305827	401779861	9620702	615957	69942405	1259074	2262714392	2233468047	4175053081	2913426195	4074867846	3651262616	2262717481	2271714420	2609889480	2089977378	770038603	2897293895	2889078680	2271715356	2219070307	3747151017	3963755220	1094564576	3106656965	2171577155	2219071079	2344933781	2221776934	1723698035	1096798439	1891107537	3992882462	2344934787	cpu  2869282 102 459664 8146884 6058 48 4249 0 0 0	cpu0 46402 0 88706 1271508 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244137 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247853 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277603 1564 2 0 0 0 00 0 0 0 0	cpu4 670309 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651947 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670466 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646164 57 17209 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 75000	sensor4 : 57000
415	0.204981	2018-11-19 23:49:20	1542633560384	0.91	1.21375	0.03185	5.437879	1.2225	0.35438	0.99875	0.115768	1913209391	167993565	4822713	1294429796	18900990	597475859	14355097	811148	107500055	1841422	422958750	10391106	635991	72118946	1309551	402804433	9646863	617674	70127295	1262250	2631699955	2236376251	4186391593	2944401646	4149254118	3817676339	2631702751	2640692642	2619191356	2095307106	830804576	3033298509	3215681707	2640693787	2588037911	3762378404	3972565406	1165131755	3299991997	2566218423	2588038609	2713891449	2228050103	1727481962	1155757527	2052922059	10837572	2713892171	cpu  2869369 102 459680 8146944 6058 48 4249 0 0 0	cpu0 46407 0 88721 1271508 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244157 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247873 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277623 1564 2 0 0 0 00 0 0 0 0	cpu4 670329 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651967 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670486 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646185 57 17209 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
416	0.205008	2018-11-19 23:49:20	1542633560589	0.91	1.21375	0.03549	5.459713	1.2225	0.358046	0.99875	0.115768	1954212123	169120084	4846082	1303116484	19026390	599924287	14415805	814878	107958080	1847709	423925882	10416368	637444	72287401	1312941	403503155	9664558	618411	70255795	1264423	3000706699	2239279274	4197727738	2975435516	4223779710	3984406880	3000710320	3009699551	2628443528	2100628282	891579486	3168424863	3538923486	3009701824	2957054050	3777673448	3981382981	1235735017	3493488545	2961206729	2957054774	3082909656	2234333916	1731269774	1214749564	2214767961	323815849	3082911071	cpu  2869453 102 459698 8147003 6058 48 4249 0 0 0	cpu0 46410 0 88739 1271508 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244176 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247893 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277643 1564 2 0 0 0 00 0 0 0 0	cpu4 670350 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 651988 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670507 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646205 57 17210 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
417	0.204871	2018-11-19 23:49:20	1542633560794	0.91	1.21375	0.03549	5.459713	1.2225	0.358046	0.99875	0.115768	1982318412	169822194	4871103	1309254616	19113266	601312703	14449584	818431	108202619	1851356	424714553	10436682	639041	72419246	1315637	403616719	9666889	618489	70271539	1264742	3369459249	2242177991	4209159796	3006709546	3943590	4152506725	3369462603	3378461110	2637670633	2105926746	951606590	3303452146	3862821882	3378462529	3325805923	3792913811	3990225334	1306489880	3687488651	3357224875	3325806653	3451662262	2240633015	1735067245	1273854188	2376941082	637427194	3451662985	cpu  2869539 102 459708 8147071 6058 48 4249 0 0 0	cpu0 46414 0 88749 1271514 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118996 1244196 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117098 1247914 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277664 1564 2 0 0 0 00 0 0 0 0	cpu4 670370 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652008 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670527 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646225 57 17210 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
418	0.204874	2018-11-19 23:49:20	1542633560999	0.91	1.21375	0.03458	5.460926	1.2225	0.356824	0.99875	0.115768	1984521022	169878250	4872794	1309683211	19119506	601950402	14465840	818785	108322641	1853341	425617983	10462474	640348	72574654	1318951	404040867	9677894	618997	70348621	1266157	3738381142	2245048113	4220893582	3038955147	81548036	31210075	3738384473	3747373683	2647119824	2111344660	1013906869	3441508571	4193488054	3747375174	3694723955	3808245288	3999033390	1377010969	3880843080	3751944085	3694724659	3820581466	2246918053	1738842094	1332705037	2538449632	949769397	3820582173	cpu  2869621 102 459710 8147151 6058 48 4249 0 0 0	cpu0 46414 0 88749 1271534 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118997 1244216 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117098 1247934 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277684 1564 2 0 0 0 00 0 0 0 0	cpu4 670391 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652029 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670548 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646245 57 17211 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
419	0.204995	2018-11-19 23:49:21	1542633561204	0.91	1.21375	0.02275	5.459713	1.2225	0.356824	0.99875	0.115768	1986821930	169937578	4873895	1310133410	19126067	602782229	14486857	819168	108480277	1855877	426325274	10481956	640845	72703253	1321436	404321726	9685213	619220	70399092	1267054	4107180524	2247345317	4231495331	3084549891	166757428	220657720	4107183087	4116173621	2656300355	2116595417	1073032103	3575035765	218485276	4116174715	4063521522	3823817385	4008012789	1448745508	4077616233	4153692771	4063523351	4189377986	2253201023	1742616057	1391632813	2700153416	1262479548	4189379121	cpu  2869702 102 459711 8147231 6058 48 4249 0 0 0	cpu0 46414 0 88749 1271554 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118997 1244236 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117098 1247954 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277705 1564 2 0 0 0 00 0 0 0 0	cpu4 670411 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652049 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670568 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646265 57 17211 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 78000	sensor3 : 76000	sensor4 : 57000
420	0.204908	2018-11-19 23:49:21	1542633561409	0.91	1.21375	0.02275	5.480334	1.2225	0.35438	0.99875	0.115768	1988739255	169985987	4875098	1310513171	19131430	603739885	14510977	819542	108663196	1858458	427082318	10503738	641804	72839926	1324478	404538309	9690730	619395	70437412	1267762	181190377	2250275836	4242837332	3115585129	241322335	387481108	181193170	190188601	2665903274	2122048239	1136576714	3715494746	555273232	190189637	137537224	3839044740	4016753706	1518824744	4269710896	250850496	137538253	263390643	2259487432	1746375476	1450285440	2861115772	1573765736	263391382	cpu  2869784 102 459712 8147312 6058 48 4249 0 0 0	cpu0 46414 0 88750 1271573 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118997 1244257 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117098 1247974 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277725 1564 2 0 0 0 00 0 0 0 0	cpu4 670432 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652070 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670589 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646285 57 17211 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
421	0.205156	2018-11-19 23:49:21	1542633561614	0.91	1.21375	0.02275	5.480334	1.2225	0.35438	0.99875	0.115768	1989314737	170000150	4875281	1310627860	19132933	604517082	14531015	819888	108813036	1860576	427684925	10520510	642076	72950516	1326599	404749069	9696152	619472	70475501	1268459	550437188	2253180702	4254247935	3146726837	316172494	554952515	550440150	559432003	2674922496	2127269766	1194840069	3847458554	871176669	559434212	506783969	3854465559	4025720520	1590478936	171303781	652120928	506784974	632644482	2265787163	1750198428	1509751082	3024358709	1889459083	632645360	cpu  2869866 102 459712 8147393 6058 48 4249 0 0 0	cpu0 46414 0 88750 1271594 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118997 1244277 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117098 1247994 1333 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277746 1564 2 0 0 0 00 0 0 0 0	cpu4 670452 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652090 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670609 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646306 57 17211 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
422	0.204987	2018-11-19 23:49:21	1542633561819	0.91	1.21375	0.02275	5.473056	1.2225	0.355602	0.99875	0.115768	1992359390	170076638	4880788	1311203969	19142999	605353233	14551219	820350	108972261	1862729	428695986	10549303	644412	73133050	1330791	404969458	9701465	619990	70509163	1269222	919301168	2256105331	4265604214	3177799814	390859143	722063279	919304160	928294904	2684459161	2132709394	1257981084	3986909384	1205896814	928297266	875640926	3869708943	4034485184	1660694477	363809246	1045091948	875641672	1001496046	2272101943	1753969485	1568494837	3185545499	2201174418	1001497548	cpu  2869948 102 459714 8147472 6059 48 4249 0 0 0	cpu0 46414 0 88751 1271613 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118997 1244297 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248014 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277766 1564 2 0 0 0 00 0 0 0 0	cpu4 670473 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652111 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670630 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646326 57 17212 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
423	0.205007	2018-11-19 23:49:22	1542633562024	0.91	1.21375	0.02275	5.474269	1.2225	0.356824	0.99875	0.115768	1995460860	170156654	4884763	1311800760	19152404	606126627	14570593	820717	109121239	1864909	429273838	10564964	644992	73237511	1332846	405192187	9707201	620236	70547950	1269986	1288347702	2258993839	4277099339	3209210307	466408290	891125216	1288350095	1297341033	2693520371	2137940282	1316626070	4119331852	1522813474	1297342380	1244687324	3885132718	4043431207	1732178800	559920118	1445472287	1244688587	1370543772	2278395250	1757790702	1627918538	3348631279	2516568313	1370545026	cpu  2870030 102 459714 8147553 6059 48 4249 0 0 0	cpu0 46414 0 88751 1271632 214 30 4243 0 0 0 0 0 0	cpu1 62705 0 118997 1244317 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248034 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277786 1564 2 0 0 0 00 0 0 0 0	cpu4 670493 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652131 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670650 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646346 57 17212 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
424	0.206348	2018-11-19 23:49:22	1542633562230	0.91	1.21375	0.02275	5.487612	1.2225	0.356824	0.99875	0.115768	1998323132	170233319	4886939	1312344465	19161529	607379779	14600884	821794	109362389	1869066	429758527	10577076	645291	73325390	1334441	405405145	9712625	620405	70585529	1270679	1659714903	2261891813	4288942543	3241769087	544770035	1066480660	1659717870	1668727846	2703020749	2143363954	1379295069	4258266701	1856460142	1668729203	1616077707	3900540000	4052305807	1803243029	754812102	1843321089	1616079395	1741943532	2284748514	1761590272	1687175830	3511261634	2831071772	1741944315	cpu  2870112 102 459714 8147632 6059 48 4249 0 0 0	cpu0 46414 0 88751 1271651 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244337 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248055 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277807 1564 2 0 0 0 00 0 0 0 0	cpu4 670514 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652152 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670671 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646366 57 17212 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
425	0.204996	2018-11-19 23:49:22	1542633562435	0.91	1.21375	0.03003	5.493677	1.2225	0.355602	0.99875	0.115768	2039560961	171388532	4921271	1320893243	19285313	609682830	14659071	826055	109782021	1875294	431012193	10609556	647852	73543342	1338820	406309650	9735088	621257	70755473	1273350	2028549728	2264161491	4519531	3287206946	629550982	1254958532	2028552345	2037544401	2712232505	2148634240	1438629245	96762721	2175834055	2037545598	1984896726	3916066559	4061232031	1874619598	950443811	2242684973	1984897830	2110749407	2290991602	1765344823	1745870678	3672283199	3142450772	2110750136	cpu  2870199 102 459730 8147692 6059 48 4249 0 0 0	cpu0 46419 0 88766 1271651 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244357 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248074 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277827 1564 2 0 0 0 00 0 0 0 0	cpu4 670534 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652172 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670691 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646386 57 17213 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
426	0.204971	2018-11-19 23:49:22	1542633562640	0.91	1.21375	0.03003	5.493677	1.2225	0.355602	0.99875	0.115768	2080560110	172517535	4946419	1329517911	19407404	611241710	14695984	828306	110068875	1878492	431811290	10629929	649570	73676165	1341518	406432732	9737353	621333	70771177	1273657	2397493253	2267080099	15827397	3318178808	703893150	1421257366	2397496457	2406487300	2721546021	2153964666	1499852784	232993273	2503111970	2406488586	2353837894	3931300465	4070021980	1945023534	1143426375	2636621728	2353838622	2479694640	2297295630	1769130772	1804808940	3833935605	3455046271	2479695361	cpu  2870284 102 459747 8147753 6059 48 4249 0 0 0	cpu0 46423 0 88783 1271651 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244377 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248095 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277847 1564 2 0 0 0 00 0 0 0 0	cpu4 670555 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652193 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670712 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646406 57 17213 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
427	0.205029	2018-11-19 23:49:22	1542633562845	0.91	1.21375	0.03549	5.475482	1.2225	0.353158	0.99875	0.116766	2121572614	173643406	4970303	1338204811	19532006	613717559	14756851	831707	110534919	1884957	433000035	10660804	651439	73885018	1345467	407117381	9754572	621967	70898084	1275713	2766642410	2269996032	27167274	3349174442	778312467	1587747731	2766645435	2775646637	2730705756	2159242254	1559731085	366859897	2823240701	2775647901	2723001212	3946602141	4078877255	2015880802	1337646208	3033090869	2723002216	2848860360	2303600967	1772931261	1863910723	3996010460	3768466637	2848861152	cpu  2870372 102 459762 8147813 6059 48 4249 0 0 0	cpu0 46429 0 88797 1271651 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244396 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248115 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277868 1564 2 0 0 0 00 0 0 0 0	cpu4 670575 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652213 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670732 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646426 57 17214 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 75000	sensor4 : 57000
428	0.204991	2018-11-19 23:49:23	1542633563050	0.91	1.21375	0.03549	5.475482	1.2225	0.356824	0.99875	0.115768	2146434148	174257569	4995346	1343620421	19610036	615289846	14797092	834936	110815175	1889881	434599756	10701352	653731	74179608	1350298	408071523	9778182	623268	71077823	1278545	3135593278	2272897625	38524460	3380254351	852979310	1754806920	3135596583	3144586132	2740011737	2164570175	1620496918	502878678	3149946246	3144587667	3091936650	3961877918	4087699533	2086506728	1531245245	3428300407	3091937389	3217792775	2309866668	1776713912	1922838258	4157716438	4081179321	3217794094	cpu  2870459 102 459769 8147881 6059 48 4249 0 0 0	cpu0 46435 0 88804 1271660 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244416 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248135 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277888 1564 2 0 0 0 00 0 0 0 0	cpu4 670596 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652234 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670753 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646446 57 17214 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
429	0.204982	2018-11-19 23:49:23	1542633563255	0.91	1.21375	0.02457	5.475482	1.2225	0.355602	0.99875	0.115768	2149015516	174323773	4998556	1344111612	19617768	616948086	14839574	838951	111113426	1895950	435026812	10712465	654001	74258683	1351583	408345834	9785064	623702	71124929	1279508	3504537803	2275813126	50002618	3411614211	928418031	1923626979	3504540450	3513537811	2749290056	2169904457	1681421555	638486357	3474340802	3513539264	3460895168	3977237273	4096575272	2157524720	1726002594	3825884593	3460895897	3586749343	2316203551	1780519054	1982045769	25273016	100518670	3586750023	cpu  2870540 102 459771 8147961 6059 48 4249 0 0 0	cpu0 46435 0 88804 1271679 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244436 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248155 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277908 1564 2 0 0 0 00 0 0 0 0	cpu4 670616 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652254 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670773 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646466 57 17215 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 78000	sensor3 : 76000	sensor4 : 57000
430	0.205037	2018-11-19 23:49:23	1542633563460	0.91	1.21375	0.02457	5.475482	1.2225	0.355602	0.99875	0.115768	2149616223	174339250	4999206	1344222092	19619768	617864044	14864415	839725	111280034	1899223	435578302	10727355	654860	74359095	1353531	408559721	9790584	623834	71163084	1280206	3873558565	2278661080	61825236	3444113226	1006675037	2098770718	3873562166	3882557223	2758597255	2175236422	1741897681	774423606	3800507767	3882559512	3829911936	3992587394	4105455151	2228559911	1920822483	4223609812	3829912655	3955765097	2322485155	1784322077	2041222148	187658904	414553189	3955766239	cpu  2870622 102 459772 8148042 6059 48 4249 0 0 0	cpu0 46435 0 88805 1271699 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244456 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248175 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277929 1564 2 0 0 0 00 0 0 0 0	cpu4 670637 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652275 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670794 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646486 57 17215 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 77000	sensor3 : 76000	sensor4 : 57000
431	0.204902	2018-11-19 23:49:23	1542633563665	0.91	1.21375	0.02457	5.483973	1.2225	0.356824	0.99875	0.115768	2150987282	174372107	4999727	1344497420	19623354	618906599	14891968	840270	111474541	1902752	435948118	10736918	655060	74427271	1354668	408657165	9792834	623858	71178721	1280487	4242490218	2280989964	72358564	3489491038	1091313264	2286926560	4242492699	4251487903	2768065816	2180631921	1803862858	911886099	4129637273	4251489496	4198838836	4008125492	4114348534	2299713622	2115978387	327061431	4198839905	29730850	2328778390	1788063134	2099753545	348292499	725196981	29731563	cpu  2870703 102 459772 8148123 6059 48 4249 0 0 0	cpu0 46435 0 88805 1271719 214 30 4243 0 0 0 0 0 0	cpu1 62706 0 118997 1244476 1295 6 0 0 0 0 0 0 0 0	cpu2 62150 0 117099 1248196 1334 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91243 1277949 1564 2 0 0 0 00 0 0 0 0	cpu4 670657 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 652295 3 7304 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 670814 10 10040 766690 374 0 0 0 0 00 0 0 0 0	cpu7 646506 57 17216 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 67000	sensor2 : 78000	sensor3 : 76000	sensor4 : 57000
